X	Y	1945	1946	1947	1948	1949	1950	1951	1952	1953	1954	1955	1956	1957	1958	1959	1960	1961	1962	1963	1964	1965	1966	1967	1968	1969	1970	1971	1972	1973	1974	1975	1976	1977	1978	1979	1980	1981	1982	1983	1984	1985	1986	1987	1988
370	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09	0	0	0	0	0	0	0	0	0	0	0
390	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005	0.03	0.375	0	0	0	0	0	0	0	0	0	0	0
410	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005	0.01	0.095	0.5075	0	0	0	0	0	0	0	0	0	0	0
430	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.085	0.155	0.455	0.25	0.025	0.0175	0	0	0	0	0	0	0	0
450	250	0	0	0	0.0325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1525	0.245	0.4775	0.4575	0.08	0.0675	0	0	0	0	0	0	0	0
470	250	0	0	0	0.135	0.1575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0075	0.1275	0.6725	0.795	0.1325	0	0	0	0	0	0	0	0	0	0
490	250	0	0	0	0.045	0.0175	0.0225	0.025	0.15	0.165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3625	0.1725	0.745	0.8825	0.3775	0	0	0	0.005	0.0375	0	0.13	0.0975	0.0225	0
510	250	0	0.0425	0	0.2975	0.27	0.025	0.08	0.5425	0.7175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.515	0.545	0.905	0.9375	0.715	0.0375	0.0575	0.045	0.3025	0.2825	0	0.135	0.33	0.1625	0.01
530	250	0	0.0125	0	0.02	0.0075	0	0.005	0.045	0.1225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0125	0.0825	0.1	0.1025	0.05	0	0.0075	0.0225	0.0925	0.06	0.005	0.01	0.0225	0.0025	0
550	250	0	0.015	0.0225	0.0225	0	0	0.19	0.055	0.005	0.005	0.16	0.1025	0.165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0275	0.0575	0.1525	0.175	0.19	0.1275	0.0075	0.05	0.1775	0.1825	0.2	0.175	0	0.0325	0	0
570	250	0	0	0	0	0	0.01	0.01	0	0	0.0425	0.045	0.0525	0.0475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005	0.0975	0.17	0.1425	0.205	0.09	0.13	0.0975	0.015	0.06	0.075	0.05	0	0	0	0.005
590	250	0	0	0	0	0	0	0.0275	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0.1725	0.135	0.165	0.1475	0.115	0.155	0	0.0625	0.165	0	0	0	0	0
610	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
630	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005	0	0	0	0	0	0	0	0	0	0	0	0	0.0075	0	0.01	0	0.0025	0	0	0.0025	0	0	0	0	0	0	0
650	250	0	0	0	0	0.01	0	0.0475	0.0725	0.0075	0.2125	0.0225	0.0175	0.0275	0.0225	0	0.14	0.1275	0	0	0.0175	0	0	0	0.055	0	0	0	0.15	0.205	0.17	0.1275	0.2925	0.1475	0.0875	0.185	0.1025	0.1225	0.03	0.0725	0.0125	0.005	0.015	0.0075	0.005
670	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0	0	0	0
690	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
710	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0025	0	0	0	0	0	0	0
730	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
750	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10	230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30	230	0	0	0	0	0.0075	0	0.02	0	0	0	0.125	0.085	0	0	0	0	0.0625	0	0	0	0.0275	0	0.0375	0	0.0325	0	0	0	0	0	0	0	0	0	0.07	0	0	0	0	0.01	0.0525	0	0	0
50	230	0	0	0	0	0	0	0	0	0	0	0.0425	0.005	0	0	0	0	0.03	0	0	0	0	0.04	0.04	0	0	0	0	0	0	0	0	0	0	0.03	0.105	0.1625	0	0.03	0.0625	0.055	0.0575	0	0	0
70	230	0	0	0	0.005	0	0.0375	0.02	0	0	0.0675	0.1525	0.005	0.06	0	0	0	0.04	0	0	0.045	0	0	0.0375	0	0.035	0	0	0	0	0.01	0	0	0	0.1875	0.3	0.4375	0	0.015	0.08	0.0175	0.02	0	0	0
90	230	0	0	0	0	0	0	0	0	0	0.36	0.13	0.21	0.2375	0.135	0.115	0.125	0.0425	0.06	0	0.0025	0.05	0	0.0025	0.05	0.005	0	0	0	0	0	0	0	0	0.09	0.1725	0.17	0	0.0575	0.0875	0.1675	0.085	0	0	0
110	230	0.01	0	0.0175	0.01	0.01	0	0.01	0.015	0.005	0.0125	0.13	0.0875	0.015	0.0225	0	0	0	0	0	0.0575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0	0.1075	0.0525	0.105
130	230	0	0	0	0	0	0	0	0	0.005	0	0.05	0.02	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005	0	0	0	0	0.0025	0
150	230	0	0	0	0	0	0	0	0.0225	0	0.025	0.06	0.035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0.02
170	230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
190	230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
210	230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
230	230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
250	230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
270	230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0125	0	0.0275	0	0	0	0	0	0	0
290	230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0375	0	0	0	0	0	0	0
310	230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.035	0.145	0	0.045	0	0	0	0	0	0	0
330	230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.085	0.005	0.0225	0	0	0	0	0	0	0
350	230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1825	0	0	0	0	0	0	0	0	0	0	0
370	230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0025	0.025	0.82	0.055	0	0	0	0	0	0	0	0	0	0
390	230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.045	0.195	0.205	0.8475	0.2725	0	0	0	0	0	0	0	0	0	0
410	230	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.47	0.3225	0.2475	0.2625	0	0.02	0	0	0	0	0	0	0	0	0
430	230	0	0	0	0.0275	0	0	0.0175	0.0275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.72	0.245	0.36	0.7575	0.64	0.0725	0.06	0	0	0	0	0	0	0	0
450	230	0	0.0325	0.03	0.5125	0.4625	0.1525	0.0225	0.01	0.0025	0	0	0.005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8675	0.795	0.96	0.9425	0.9975	0.27	0.3875	0	0	0.1175	0.0625	0.24	0.065	0	0
470	230	0	0	0.265	0.765	0.315	0.06	0.0225	0.37	0.2775	0.0125	0	0.115	0.0275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8125	0.725	0.935	0.99	0.825	0.18	0.19	0	0	0.0075	0	0.125	0	0	0
490	230	0	0	0.165	0.495	0.1775	0.315	0.2325	0.6475	0.6125	0.015	0.4725	0.17	0.09	0.0625	0.0525	0.045	0.045	0.03	0	0	0	0	0	0	0	0	0	0	0	0.9975	0.5025	0.9625	1	0.34	0.0025	0	0.0325	0.2125	0.3375	0.045	0.3575	0.3625	0.2325	0.165
510	230	0.055	0.2425	0.03	0.255	0.22	0.225	0.34	0.5325	0.54	0.0475	0.5075	0.16	0.2925	0.13	0.1125	0.08	0.0075	0	0	0	0	0	0	0	0	0	0	0	0	0.4725	0.5	0.515	0.4625	0.325	0.1125	0.1925	0.1675	0.4875	0.5275	0.1975	0.29	0.375	0.195	0
530	230	0.05	0.0675	0.01	0.1175	0.205	0.0325	0.1725	0.54	0.515	0.645	0.665	0.4775	0.685	0.0475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1275	0.5275	0.695	0.64	0.485	0.06	0.4975	0.66	0.62	0.65	0.2175	0.1525	0.185	0.17	0.155
550	230	0	0.03	0.0175	0.2	0.0725	0.0925	0.2025	0.4275	0.265	0.66	0.815	0.9525	0.935	0.2125	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0375	0.2925	0.5325	0.935	0.9525	0.9675	0.6075	0.325	0.5275	0.75	0.8575	0.835	0.345	0.195	0.245	0.1425	0.1875
570	230	0	0.005	0.0225	0	0.0225	0.015	0.1125	0.0725	0.2175	0.27	0.305	0.315	0.315	0.115	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0775	0.2075	0.3125	0.3125	0.285	0.27	0.095	0.2975	0.18	0.045	0.205	0.1875	0.0875	0	0	0.0225	0.0025
590	230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
610	230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
630	230	0	0	0	0	0	0.05	0.0425	0.0075	0.0425	0.0175	0.0225	0.0275	0.0175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0175	0.02	0.0175	0.02	0.02	0.02	0.0175	0.02	0	0.0125	0	0	0	0	0
650	230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
670	230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
690	230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
710	230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
730	230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
750	230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30	210	0	0	0	0.0025	0	0	0	0	0	0	0.06	0.0325	0	0	0	0	0.0125	0	0	0	0.0025	0	0.01	0	0	0	0	0	0	0	0	0	0.0675	0.0425	0.08	0	0	0	0	0	0	0	0	0
50	210	0	0.01	0	0.02	0.035	0.0475	0.045	0	0	0	0.19	0.1075	0	0	0	0.0975	0.1	0.05	0.045	0	0.025	0	0.03	0.0575	0.1275	0	0	0.02	0	0	0	0.02	0.0175	0.125	0.145	0	0	0	0	0	0	0	0	0
70	210	0	0	0	0.005	0	0.0025	0	0	0	0	0.0325	0.005	0	0	0	0	0	0	0	0	0	0	0.0175	0.015	0.055	0	0	0	0.01	0.0325	0.035	0	0.23	0.105	0.2025	0.0975	0	0.0325	0.0325	0	0.0525	0	0	0
90	210	0	0	0.025	0.01	0.01	0.01	0.0125	0	0.0075	0.1025	0.13	0.1275	0	0.11	0.0975	0.1775	0.035	0	0.03	0.16	0	0	0.05	0.18	0.17	0.03	0.0275	0.01	0.035	0.06	0	0	0.2825	0.4025	0.4125	0.215	0	0.03	0.03	0.0425	0.0875	0	0.0225	0.095
110	210	0.0025	0	0.02	0.0325	0.0075	0.0075	0	0.015	0.035	0.1825	0.3775	0.2575	0.2975	0.22	0	0.05	0	0	0	0.0525	0	0	0	0	0.0075	0	0	0	0	0	0	0	0	0.04	0.08	0.1275	0	0.04	0.0425	0.235	0.1375	0.3475	0.29	0.16
130	210	0.0375	0.0275	0.065	0.32	0.29	0.3475	0.2	0.5675	0.6375	0.6225	0.8325	0.81	0.165	0.055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.075	0.2875	0.475	0.45
150	210	0.0375	0.0525	0.1125	0.28	0.4075	0.355	0.285	0.6925	0.54	0.59	0.75	0.6175	0.17	0.0425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0175	0.2725	0.4425	0.3125
170	210	0	0	0	0	0	0	0	0	0	0.145	0.2075	0.115	0.02	0.015	0.0025	0.005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0.0375
190	210	0	0	0	0	0	0	0	0	0	0.01	0.0225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005	0
210	210	0.09	0.165	0.3525	0.1025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
230	210	0.03	0.1525	0.8125	0.6925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
250	210	0	0.01	0.2625	0.3175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0075	0	0	0	0.0025	0.0075	0	0	0
270	210	0	0.055	0.3675	0.0325	0	0	0	0.0025	0.02	0.0275	0.015	0.0875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0325	0	0.2875	0.3125	0.0025	0	0.0075	0.1175	0.0975	0	0	0
290	210	0	0	0.0825	0.1125	0	0	0	0.0025	0	0	0	0.0025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2025	0.2675	0.4475	0.465	0.025	0.01	0	0.02	0.01	0	0	0
310	210	0	0.08	0.3975	0.235	0.1225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0075	0.43	0.4875	0.9325	0.5125	0.205	0.01	0.0225	0.0375	0	0	0	0
330	210	0	0.0475	0.06	0.0025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.145	0.1025	0.2375	0.365	0.105	0.02	0.0325	0.0175	0	0	0	0
350	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.035	0.015	0.0875	0.265	0.0025	0	0.055	0.065	0	0	0	0	0	0	0
370	210	0	0	0.01	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0175	0.275	0.4075	0.3575	0.73	0.255	0.0475	0.055	0	0	0	0	0	0	0	0
390	210	0	0	0.0625	0.5975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0425	0.0675	0.8525	0.4	0.4875	0.51	0.715	0.1075	0.095	0	0	0	0	0	0	0	0
410	210	0.005	0	0.0825	0.6325	0.0675	0	0.0075	0.135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0075	0.005	0.82	0.385	0.275	0.3025	0.3425	0.005	0	0	0	0	0	0	0	0	0
430	210	0.235	0.225	0.4625	0.7175	0.23	0	0.2425	0.07	0	0.15	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.305	0.07	0.98	0.3275	0.4325	0.625	0.245	0.0725	0.16	0	0	0.005	0	0.09	0	0	0
450	210	0	0.4475	0.455	0.7625	0.2975	0.2875	0.2925	0.145	0.23	0.6375	0.15	0.2625	0.1575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17	0.0325	0.71	0.525	0.4525	0.425	0.3875	0.06	0.095	0	0.0625	0.36	0.0425	0.17	0.055	0	0
470	210	0.015	0.3475	0.9225	0.98	0.72	0.545	0.7375	0.96	0.9575	0.88	0.6125	0.735	0.965	0.2625	0.1225	0.23	0.1025	0	0	0	0	0	0	0	0	0	0	0.085	0.0975	0.925	0.9025	0.7925	0.73	0.6825	0.55	0.59	0.04	0.4525	0.61	0.4125	0.3675	0.035	0	0
490	210	0.1675	0.43	0.8675	0.8475	0.64	0.6725	0.65	0.85	0.825	0.395	0.7925	0.2175	0.3925	0.1275	0.0225	0.1475	0.025	0.005	0	0	0	0	0	0	0	0	0	0.085	0.11	0.81	0.8125	0.82	0.8225	0.6175	0.46	0.505	0.2425	0.7475	0.7025	0.485	0.4275	0.11	0.0175	0.0175
510	210	0.0375	0.08	0.075	0.425	0.4275	0.44	0.5425	0.7425	0.75	0.71	0.535	0.515	0.7075	0.22	0.12	0.1125	0.01	0	0	0	0	0	0	0	0	0	0	0.085	0.185	0.5475	0.59	0.6525	0.5925	0.5625	0.6125	0.4225	0.5625	0.53	0.69	0.0625	0.015	0.065	0.035	0.025
530	210	0	0.42	0.415	0.585	0.53	0.57	0.4725	0.9975	1	0.885	0.995	0.96	0.9975	0.5925	0.0125	0.0475	0.015	0	0	0	0	0	0	0	0	0	0	0	0.1475	0.815	0.9725	0.8225	0.685	0.6875	0.4	0.6875	0.74	0.6275	0.73	0.1375	0.2	0.2575	0.3025	0.2975
550	210	0	0.54	0.6625	0.675	0.68	0.66	0.545	0.7325	0.7575	0.7725	0.755	0.7725	0.77	0.765	0.0075	0.0025	0	0.015	0	0	0.005	0	0	0	0	0.055	0.1425	0.33	0.615	0.7075	0.65	0.245	0.1275	0.2825	0.2825	0.195	0.34	0.26	0.3625	0.1225	0.1	0.0575	0.1475	0.21
570	210	0	0	0.065	0.2225	0.25	0.2675	0.1375	0.2675	0.2525	0.26	0.275	0.2875	0.2825	0.2875	0.17	0.1275	0.0275	0.0225	0	0	0.005	0	0	0	0.0075	0	0.0375	0.0775	0.1475	0.12	0.14	0.105	0.055	0.06	0.1075	0.0425	0.085	0.0125	0.1275	0.005	0.0325	0.015	0	0
590	210	0	0	0	0	0	0	0	0	0.0275	0.02	0.025	0.0175	0.0175	0.025	0	0	0	0	0	0	0	0	0	0	0	0	0.015	0.03	0.0275	0.0175	0.02	0.0225	0.005	0.0225	0.0225	0	0.005	0	0.0025	0	0	0	0	0
610	210	0	0	0	0	0	0	0	0	0.0425	0.0225	0.0275	0.045	0.035	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005	0.02	0.0075	0.04	0.005	0.0175	0.0175	0.02	0.0175	0.02	0	0	0	0	0	0	0
630	210	0	0	0	0	0	0.335	0.26	0.19	0.5175	0.2875	0.395	0.39	0.3425	0.06	0	0.0275	0.0525	0.035	0	0	0	0	0	0	0	0	0	0	0	0.24	0.48	0.4975	0.5	0.4875	0.5075	0.45	0.2375	0	0.015	0	0	0	0	0
650	210	0	0	0	0	0	0	0	0.155	0.205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0325	0.1725	0.16	0.1575	0.12	0.1475	0.055	0	0	0	0	0	0	0
670	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
690	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
710	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
730	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
750	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10	190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30	190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50	190	0.085	0.0875	0.0775	0.0475	0.06	0.075	0.065	0.07	0.065	0.08	0.08	0.1325	0.0975	0.0825	0.0925	0.13	0.1175	0.14	0.08	0.085	0.0775	0.0775	0.1275	0.095	0.0975	0.09	0.095	0.095	0.095	0.1025	0.0875	0.0975	0.05	0.11	0.0675	0	0	0	0	0	0	0	0	0
70	190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0	0	0	0	0	0	0	0	0	0.0075	0	0	0	0	0	0	0	0	0	0	0
90	190	0	0	0	0	0	0.0025	0	0	0	0.0175	0.04	0.05	0	0	0	0.015	0	0	0	0	0	0	0.005	0.06	0	0	0	0	0	0.0225	0	0.01	0.0175	0	0	0	0	0	0	0	0	0	0	0
110	190	0.0025	0	0	0.03	0.055	0.145	0	0.025	0.0325	0.0375	0.455	0.3275	0.205	0.2175	0	0.0225	0.0325	0	0	0.0425	0	0.0425	0.0625	0.045	0.045	0	0	0	0	0	0	0.055	0.0875	0.0225	0.0475	0.205	0	0.2425	0.32	0.5025	0.4125	0.64	0.415	0.43
130	190	0.0675	0.1075	0.0575	0.2425	0.3025	0.3425	0.435	0.715	0.7725	0.8925	0.9125	0.9125	0.89	0.76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0325	0.0175	0.015	0.8775	0.8225	0.5925	0.7975
150	190	0.0975	0.1225	0.3925	0.2275	0.215	0.2775	0.365	0.985	0.9875	1	0.995	0.9775	0.86	0.625	0.0075	0.0075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005	0.1075	0.5225	0.9475	0.98	0.9575	1
170	190	0.0125	0.02	0.0725	0.045	0.0225	0.0175	0.0175	0.4425	0.5325	0.6575	0.805	0.71	0.7025	0.7225	0.4125	0.66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.39	0.61	0.5975	0.725	0.72
190	190	0.1125	0.0825	0.14	0.1725	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2275	0.635	0.21	0.215	0.0425
210	190	0.48	0.4575	0.51	0.485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.015	0.0075	0.015	0.0825	0.2875	0.51	0.37	0.395	0.38
230	190	0.79	1	1	0.9975	0	0	0	0	0	0	0.01	0.03	0.2	0.13	0.06	0	0.12	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11	0.6575	0.3325	0.4975	0.12
250	190	0.06	0.51	0.5525	0.705	0	0	0	0	0	0	0.0175	0.0125	0.015	0.0025	0	0	0.0475	0.035	0	0	0	0	0	0	0	0	0	0	0	0	0	0.035	0.055	0.0425	0.025	0.2975	0.155	0.205	0.2175	0.5725	0.8225	0.5225	0.16	0
270	190	0.8675	0.495	0.6375	0.5025	0	0.09	0.07	0.025	0.0675	0.1775	0.185	0.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0.125	0.595	0.5725	0.885	1	0.9375	0.275	0.6175	0.5675	0.9875	0.0925	0	0
290	190	0.9075	0.105	0.155	0.4575	0.09	0.0175	0	0.025	0	0.0225	0.0025	0.005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0375	0	0	0.1825	0.3925	0.6275	1	1	1	1	0.6675	0.1225	0.1425	0.0825	0.115	0	0	0
310	190	0.785	0.3375	0.7475	0.9725	0.935	0.5425	0.1475	0.035	0.0075	0.1225	0.075	0	0	0	0	0	0	0	0	0.0575	0.035	0	0	0	0	0	0.0125	0	0	0	0.1275	0.9125	1	1	1	1	0.4525	0.0925	0.08	0.0375	0	0	0	0
330	190	0.5525	0.215	0.79	0.57	0.5375	0.095	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0875	0.925	0.9925	0.99	0.9925	0.9925	0.385	0.3875	0.205	0.115	0	0	0	0
